customer_id,customer_name,segment,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,customer_segment
CU-100277,"Lisa Garcia",Corporate,23,3,5100.71,5,1,3,9,"New Customer"
CU-101029,"David Davis",Consumer,248,2,5092.16,4,2,3,9,"New Customer"
CU-102228,"Joseph Davis","Home Office",516,1,5085.73,2,4,3,9,"At Risk"
CU-102733,"William Lopez","Home Office",231,2,5064.02,4,2,3,9,"New Customer"
CU-100153,"Patricia Williams",Corporate,76,3,5057.43,5,1,3,9,"New Customer"
CU-100165,"Lisa Brown",Consumer,707,1,5036.79,2,4,3,9,"At Risk"
CU-102590,"Michael Johnson","Home Office",667,1,5022.64,2,4,3,9,"At Risk"
CU-102692,"Joseph Miller",Consumer,261,2,4987.73,4,2,3,9,"New Customer"
CU-101612,"James Miller",Consumer,40,3,4967.24,5,1,3,9,"New Customer"
CU-101167,"Jennifer Martinez",Consumer,497,1,4932.53,2,4,3,9,"At Risk"
CU-101564,"James Garcia","Home Office",531,1,4926.99,2,4,3,9,"At Risk"
CU-102968,"Mary Anderson","Home Office",107,3,4906.76,5,1,3,9,"New Customer"
CU-101690,"Emma Wilson",Consumer,645,1,4877.93,2,4,3,9,"At Risk"
CU-101153,"Lisa Smith",Corporate,506,1,4849.15,2,4,3,9,"At Risk"
CU-100210,"James Gonzalez",Consumer,254,2,4819.75,4,2,3,9,"New Customer"
CU-101069,"James Smith",Consumer,266,2,4818.56,4,2,3,9,"New Customer"
CU-102855,"Elizabeth Jones","Home Office",609,1,4777.64,2,4,3,9,"At Risk"
CU-100746,"Lisa Davis",Consumer,631,1,4763.59,2,4,3,9,"At Risk"
CU-100354,"Sarah Gonzalez","Home Office",83,3,4758.89,5,1,3,9,"New Customer"
CU-101150,"Robert Brown","Home Office",271,2,4736.90,4,2,3,9,"New Customer"
CU-101915,"Mary Gonzalez","Home Office",678,1,4732.93,2,4,3,9,"At Risk"
CU-102306,"Patricia Garcia",Consumer,251,2,4718.09,4,2,3,9,"New Customer"
CU-101432,"Sarah Williams",Corporate,666,1,4680.88,2,4,3,9,"At Risk"
CU-100364,"Linda Jones","Home Office",686,1,4670.74,2,4,3,9,"At Risk"
CU-100406,"Joseph Brown",Consumer,728,1,4654.77,2,4,3,9,"At Risk"
CU-102962,"James Garcia","Home Office",249,2,4654.39,4,2,3,9,"New Customer"
CU-101605,"Richard Hernandez",Corporate,727,1,4633.66,2,4,3,9,"At Risk"
CU-102471,"Michael Johnson",Corporate,694,1,4579.47,2,4,3,9,"At Risk"
CU-101759,"Linda Anderson","Home Office",669,1,4563.10,2,4,3,9,"At Risk"
CU-101264,"Emma Garcia",Corporate,733,1,4495.97,2,4,3,9,"At Risk"
CU-100637,"David Gonzalez",Consumer,543,1,4495.66,2,4,3,9,"At Risk"
CU-102521,"Patricia Rodriguez","Home Office",688,1,4448.80,2,4,3,9,"At Risk"
CU-102913,"Elizabeth Gonzalez","Home Office",609,1,4415.09,2,4,3,9,"At Risk"
CU-101198,"Michael Rodriguez","Home Office",731,1,4414.95,2,4,3,9,"At Risk"
CU-101891,"Michael Hernandez","Home Office",576,1,4408.04,2,4,3,9,"At Risk"
CU-100926,"Michael Jones",Consumer,49,3,4380.64,5,1,3,9,"New Customer"
CU-100814,"Emma Miller","Home Office",245,2,4362.02,4,2,3,9,"New Customer"
CU-102835,"Linda Gonzalez",Corporate,718,1,4360.50,2,4,3,9,"At Risk"
CU-101130,"Sarah Anderson",Corporate,550,1,4306.29,2,4,3,9,"At Risk"
CU-100909,"James Rodriguez",Consumer,494,1,4304.16,2,4,3,9,"At Risk"
CU-101713,"Mary Jones","Home Office",81,3,4298.62,5,1,3,9,"New Customer"
CU-102958,"Jennifer Jones",Corporate,597,1,4217.08,2,4,3,9,"At Risk"
CU-102301,"Patricia Garcia","Home Office",246,2,4187.71,4,2,3,9,"New Customer"
CU-100631,"Jennifer Miller",Consumer,651,1,4151.11,2,4,3,9,"At Risk"
CU-101912,"Richard Hernandez",Corporate,737,1,4096.40,2,4,3,9,"At Risk"
CU-100853,"Elizabeth Garcia",Consumer,260,2,4021.86,4,2,3,9,"New Customer"
CU-100843,"David Lopez","Home Office",607,1,3991.10,2,4,3,9,"At Risk"
CU-101305,"Elizabeth Johnson",Consumer,590,1,3957.96,2,4,3,9,"At Risk"
CU-102656,"Patricia Rodriguez",Consumer,76,3,3946.73,5,1,3,9,"New Customer"
CU-101661,"Linda Smith",Consumer,307,2,3910.06,3,2,4,9,Potential
CU-101866,"David Williams",Corporate,883,1,3808.00,1,4,4,9,"At Risk"
CU-102810,"Michael Brown",Corporate,313,2,3787.25,3,2,4,9,Potential
CU-100249,"Emma Hernandez",Consumer,818,1,3767.08,1,4,4,9,"At Risk"
CU-102180,"Robert Wilson",Consumer,832,1,3744.50,1,4,4,9,"At Risk"
CU-102805,"Jennifer Lopez","Home Office",291,2,3720.84,3,2,4,9,Potential
CU-101314,"William Gonzalez",Consumer,868,1,3713.13,1,4,4,9,"At Risk"
CU-100770,"Joseph Brown",Corporate,422,2,3689.43,3,2,4,9,Potential
CU-101815,"James Brown","Home Office",254,3,3663.13,4,1,4,9,"New Customer"
CU-101532,"Jennifer Hernandez",Corporate,758,1,3660.43,1,4,4,9,"At Risk"
CU-101453,"Mary Davis","Home Office",790,1,3634.86,1,4,4,9,"At Risk"
CU-101438,"Patricia Davis","Home Office",870,1,3546.17,1,4,4,9,"At Risk"
CU-102324,"James Wilson","Home Office",459,2,3453.16,3,2,4,9,Potential
CU-101758,"Patricia Rodriguez",Consumer,444,2,3442.92,3,2,4,9,Potential
CU-100434,"Emma Martinez","Home Office",818,1,3437.12,1,4,4,9,"At Risk"
CU-101318,"Mary Anderson",Corporate,836,1,3432.06,1,4,4,9,"At Risk"
CU-102947,"Elizabeth Brown","Home Office",784,1,3380.34,1,4,4,9,"At Risk"
CU-100306,"Sarah Davis","Home Office",855,1,3380.21,1,4,4,9,"At Risk"
CU-100256,"Emma Davis","Home Office",462,2,3366.59,3,2,4,9,Potential
CU-100104,"Emma Gonzalez",Corporate,835,1,3310.62,1,4,4,9,"At Risk"
CU-101974,"Sarah Garcia",Corporate,435,2,3257.46,3,2,4,9,Potential
CU-100150,"Emma Lopez",Consumer,872,1,3243.44,1,4,4,9,"At Risk"
CU-101238,"Sarah Jones",Corporate,833,1,3241.93,1,4,4,9,"At Risk"
CU-102501,"Emma Hernandez",Consumer,854,1,3202.87,1,4,4,9,"At Risk"
CU-101165,"David Garcia",Corporate,811,1,3147.79,1,4,4,9,"At Risk"
CU-100320,"David Williams",Consumer,339,2,3142.96,3,2,4,9,Potential
CU-102971,"David Lopez",Corporate,838,1,3141.82,1,4,4,9,"At Risk"
CU-101785,"John Lopez","Home Office",830,1,3140.40,1,4,4,9,"At Risk"
CU-100322,"David Williams",Consumer,457,2,3092.03,3,2,4,9,Potential
CU-100136,"Linda Garcia","Home Office",381,2,3038.93,3,2,4,9,Potential
CU-101348,"Lisa Rodriguez",Consumer,835,1,3035.10,1,4,4,9,"At Risk"
CU-100301,"James Williams",Corporate,870,1,3026.86,1,4,4,9,"At Risk"
CU-101898,"Emma Rodriguez","Home Office",767,1,3024.40,1,4,4,9,"At Risk"
CU-100472,"William Wilson",Consumer,757,1,3016.86,1,4,4,9,"At Risk"
CU-100777,"Patricia Davis","Home Office",470,2,3016.60,3,2,4,9,Potential
CU-100206,"Elizabeth Wilson","Home Office",884,1,2919.81,1,4,4,9,"At Risk"
CU-102355,"Richard Johnson",Consumer,869,1,2909.64,1,4,4,9,"At Risk"
CU-101610,"Elizabeth Wilson",Corporate,757,1,2901.98,1,4,4,9,"At Risk"
CU-101071,"David Lopez",Corporate,175,3,2885.69,4,1,4,9,"New Customer"
CU-100517,"David Smith",Consumer,832,1,2868.86,1,4,4,9,"At Risk"
CU-101000,"Linda Rodriguez",Consumer,877,1,2853.07,1,4,4,9,"At Risk"
CU-102404,"Sarah Johnson","Home Office",803,1,2849.07,1,4,4,9,"At Risk"
CU-101159,"Robert Rodriguez",Corporate,437,2,2829.77,3,2,4,9,Potential
CU-101804,"Emma Garcia","Home Office",768,1,2822.76,1,4,4,9,"At Risk"
CU-101558,"William Gonzalez",Corporate,781,1,2804.25,1,4,4,9,"At Risk"
CU-101154,"Sarah Davis","Home Office",761,1,2802.88,1,4,4,9,"At Risk"
CU-102904,"William Gonzalez",Consumer,480,2,2779.67,3,2,4,9,Potential
CU-102105,"Jennifer Garcia",Consumer,846,1,2774.23,1,4,4,9,"At Risk"
CU-101380,"Patricia Jones",Consumer,382,2,2725.17,3,2,4,9,Potential
CU-102319,"Mary Jones",Corporate,805,1,2700.98,1,4,4,9,"At Risk"
CU-102944,"Linda Smith","Home Office",819,1,2700.65,1,4,4,9,"At Risk"
CU-101331,"Mary Davis","Home Office",806,1,2671.63,1,4,4,9,"At Risk"
CU-100296,"Emma Rodriguez","Home Office",779,1,2667.47,1,4,4,9,"At Risk"
CU-101147,"Sarah Brown","Home Office",809,1,2642.87,1,4,4,9,"At Risk"
CU-101650,"James Anderson",Consumer,841,1,2590.69,1,4,4,9,"At Risk"
CU-102774,"Elizabeth Wilson",Corporate,746,1,2589.20,1,4,4,9,"At Risk"
CU-100053,"Robert Jones",Consumer,291,2,2538.79,3,2,4,9,Potential
CU-101922,"David Garcia",Corporate,884,1,2535.18,1,4,4,9,"At Risk"
CU-101767,"Joseph Jones",Consumer,751,1,2527.04,1,4,4,9,"At Risk"
CU-101271,"James Rodriguez","Home Office",768,1,2523.01,1,4,4,9,"At Risk"
CU-102817,"Jennifer Garcia",Corporate,844,1,2516.15,1,4,4,9,"At Risk"
CU-101961,"Linda Hernandez",Corporate,837,1,2461.33,1,4,4,9,"At Risk"
CU-100386,"David Jones",Consumer,894,1,2454.84,1,4,4,9,"At Risk"
CU-101151,"Elizabeth Martinez","Home Office",823,1,2449.23,1,4,4,9,"At Risk"
CU-100620,"David Martinez",Corporate,845,1,2444.79,1,4,4,9,"At Risk"
CU-100860,"James Garcia",Consumer,818,1,2434.17,1,4,4,9,"At Risk"
CU-102611,"John Williams","Home Office",794,1,2431.52,1,4,4,9,"At Risk"
CU-101825,"Jennifer Anderson",Corporate,841,1,2370.80,1,4,4,9,"At Risk"
CU-102114,"Joseph Anderson",Consumer,844,1,2362.79,1,4,4,9,"At Risk"
CU-102457,"Elizabeth Williams",Corporate,775,1,2358.88,1,4,4,9,"At Risk"
CU-101525,"Elizabeth Davis","Home Office",835,1,2332.48,1,4,4,9,"At Risk"
CU-101215,"Michael Jones",Corporate,449,2,2324.39,3,2,4,9,Potential
CU-102834,"William Jones",Corporate,758,1,2307.14,1,4,4,9,"At Risk"
CU-102788,"Lisa Martinez","Home Office",855,1,2288.00,1,4,4,9,"At Risk"
CU-101772,"John Anderson","Home Office",423,2,2236.39,3,2,4,9,Potential
CU-101586,"Lisa Hernandez","Home Office",870,1,2194.47,1,4,4,9,"At Risk"
CU-102240,"Lisa Wilson",Consumer,806,1,2180.85,1,4,4,9,"At Risk"
CU-100462,"Jennifer Brown",Consumer,827,1,2178.56,1,4,4,9,"At Risk"
CU-100370,"Patricia Miller",Corporate,841,1,2170.22,1,4,4,9,"At Risk"
CU-102676,"Robert Jones",Consumer,307,2,2168.44,3,2,4,9,Potential
CU-101832,"Richard Lopez",Corporate,477,2,2123.21,3,2,4,9,Potential
CU-101212,"Lisa Davis","Home Office",798,1,2122.64,1,4,4,9,"At Risk"
CU-101762,"Richard Garcia","Home Office",783,1,2112.19,1,4,4,9,"At Risk"
CU-100103,"Elizabeth Miller",Consumer,876,1,2094.40,1,4,4,9,"At Risk"
CU-100802,"Robert Rodriguez",Consumer,319,3,2049.97,3,1,5,9,Potential
CU-101619,"Patricia Johnson",Consumer,1049,1,1989.15,1,3,5,9,"At Risk"
CU-101355,"Emma Brown","Home Office",972,1,1981.67,1,3,5,9,"At Risk"
CU-100378,"Patricia Rodriguez",Consumer,697,2,1969.79,2,2,5,9,Lost
CU-100134,"Patricia Rodriguez",Corporate,1058,1,1967.45,1,3,5,9,"At Risk"
CU-102305,"Lisa Garcia",Consumer,1060,1,1935.95,1,3,5,9,"At Risk"
CU-100636,"Joseph Wilson",Consumer,1065,1,1908.11,1,3,5,9,"At Risk"
CU-100025,"William Gonzalez","Home Office",1074,1,1904.47,1,3,5,9,"At Risk"
CU-101439,"Mary Johnson",Consumer,947,1,1884.33,1,3,5,9,"At Risk"
CU-101395,"Lisa Gonzalez","Home Office",918,1,1876.22,1,3,5,9,"At Risk"
CU-101002,"William Lopez",Corporate,959,1,1875.71,1,3,5,9,"At Risk"
CU-100964,"Richard Martinez","Home Office",602,2,1873.56,2,2,5,9,Lost
CU-101831,"Emma Williams",Consumer,932,1,1828.03,1,3,5,9,"At Risk"
CU-101905,"Robert Johnson",Consumer,920,1,1822.98,1,3,5,9,"At Risk"
CU-100440,"Sarah Hernandez","Home Office",1010,1,1774.76,1,3,5,9,"At Risk"
CU-101911,"Emma Garcia",Corporate,1013,1,1754.07,1,3,5,9,"At Risk"
CU-102219,"Elizabeth Jones",Corporate,335,3,1747.85,3,1,5,9,Potential
CU-102822,"Lisa Brown",Consumer,971,1,1729.65,1,3,5,9,"At Risk"
CU-102942,"Jennifer Rodriguez",Consumer,1084,1,1728.19,1,3,5,9,"At Risk"
CU-101563,"William Davis",Consumer,928,1,1683.54,1,3,5,9,"At Risk"
CU-101841,"Robert Brown",Consumer,1041,1,1678.74,1,3,5,9,"At Risk"
CU-101102,"James Miller","Home Office",1018,1,1650.48,1,3,5,9,"At Risk"
CU-102941,"Linda Martinez",Consumer,938,1,1611.93,1,3,5,9,"At Risk"
CU-101417,"James Garcia",Corporate,1069,1,1543.46,1,3,5,9,"At Risk"
CU-102961,"Patricia Gonzalez",Consumer,989,1,1540.31,1,3,5,9,"At Risk"
CU-101223,"Emma Lopez",Consumer,939,1,1497.33,1,3,5,9,"At Risk"
CU-100995,"Michael Jones",Corporate,1067,1,1381.68,1,3,5,9,"At Risk"
CU-101900,"Joseph Garcia",Consumer,1082,1,1372.59,1,3,5,9,"At Risk"
CU-102797,"James Brown",Corporate,1062,1,1366.05,1,3,5,9,"At Risk"
CU-101845,"Patricia Brown","Home Office",941,1,1303.28,1,3,5,9,"At Risk"
CU-101330,"Lisa Anderson",Consumer,904,1,1297.09,1,3,5,9,"At Risk"
CU-100435,"Patricia Gonzalez",Consumer,1080,1,1276.22,1,3,5,9,"At Risk"
CU-101495,"John Lopez",Consumer,1043,1,1255.38,1,3,5,9,"At Risk"
CU-102147,"Richard Smith",Consumer,1034,1,1241.48,1,3,5,9,"At Risk"
CU-102759,"Mary Wilson",Corporate,1071,1,1177.95,1,3,5,9,"At Risk"
CU-101771,"Elizabeth Gonzalez",Corporate,903,1,1132.72,1,3,5,9,"At Risk"
CU-101245,"Sarah Davis",Corporate,353,3,1108.22,3,1,5,9,Potential
CU-101731,"Linda Davis","Home Office",1091,1,1077.95,1,3,5,9,"At Risk"
CU-100190,"Jennifer Wilson",Consumer,938,1,1070.65,1,3,5,9,"At Risk"
CU-102859,"Joseph Davis","Home Office",1046,1,1068.06,1,3,5,9,"At Risk"
CU-100973,"Linda Garcia",Consumer,1063,1,1046.70,1,3,5,9,"At Risk"
CU-101754,"Linda Johnson",Corporate,1002,1,1001.68,1,3,5,9,"At Risk"
CU-100555,"Richard Garcia","Home Office",1027,1,909.53,1,3,5,9,"At Risk"
CU-100647,"Mary Hernandez","Home Office",1075,1,891.01,1,3,5,9,"At Risk"
CU-101354,"James Gonzalez","Home Office",710,2,890.54,2,2,5,9,Lost
CU-101049,"David Johnson","Home Office",953,1,845.14,1,3,5,9,"At Risk"
CU-102000,"David Lopez","Home Office",520,2,644.87,2,2,5,9,Lost
CU-100217,"Lisa Johnson",Corporate,1081,1,637.48,1,3,5,9,"At Risk"
CU-100303,"Patricia Rodriguez",Consumer,973,1,634.00,1,3,5,9,"At Risk"
CU-100383,"James Hernandez",Consumer,1054,1,628.06,1,3,5,9,"At Risk"
CU-102426,"Michael Anderson","Home Office",530,2,577.68,2,2,5,9,Lost
CU-100616,"James Martinez",Consumer,1070,1,553.70,1,3,5,9,"At Risk"
CU-102074,"Elizabeth Smith",Corporate,1082,1,537.45,1,3,5,9,"At Risk"
CU-100638,"Linda Garcia",Consumer,973,1,531.85,1,3,5,9,"At Risk"
CU-102002,"Elizabeth Hernandez",Consumer,1087,1,497.32,1,3,5,9,"At Risk"
CU-100116,"Elizabeth Smith",Corporate,1087,1,451.50,1,3,5,9,"At Risk"
CU-101839,"James Lopez",Corporate,1022,1,405.62,1,3,5,9,"At Risk"
CU-100671,"Jennifer Williams",Consumer,943,1,370.54,1,3,5,9,"At Risk"
CU-101524,"Elizabeth Gonzalez",Consumer,906,1,367.32,1,3,5,9,"At Risk"
CU-101861,"Joseph Davis","Home Office",1060,1,357.36,1,3,5,9,"At Risk"
CU-101398,"Linda Lopez",Consumer,988,1,346.26,1,3,5,9,"At Risk"
CU-102726,"Richard Brown",Consumer,1071,1,342.56,1,3,5,9,"At Risk"
CU-101565,"Linda Brown",Consumer,935,1,342.36,1,3,5,9,"At Risk"
CU-102485,"William Gonzalez","Home Office",976,1,324.36,1,3,5,9,"At Risk"
CU-101508,"Michael Garcia",Consumer,923,1,322.75,1,3,5,9,"At Risk"
CU-101080,"Richard Hernandez",Corporate,1048,1,303.00,1,3,5,9,"At Risk"
CU-101721,"David Davis","Home Office",1022,1,243.45,1,3,5,9,"At Risk"
CU-101973,"Jennifer Garcia","Home Office",1079,1,235.66,1,3,5,9,"At Risk"
CU-102651,"Patricia Smith","Home Office",989,1,201.13,1,3,5,9,"At Risk"
CU-100007,"Patricia Wilson",Corporate,961,1,179.11,1,3,5,9,"At Risk"
CU-102955,"John Hernandez",Corporate,1091,1,63.50,1,3,5,9,"At Risk"
CU-100167,"Sarah Brown",Corporate,200,2,15031.02,4,3,1,8,Potential
CU-101638,"Linda Johnson",Consumer,145,2,14942.63,4,3,1,8,Potential
CU-100541,"Mary Gonzalez",Consumer,122,2,13489.40,4,3,1,8,Potential
CU-102540,"James Miller",Corporate,152,2,13310.26,4,3,1,8,Potential
CU-101334,"Richard Miller",Corporate,144,2,12692.08,4,3,1,8,Potential
CU-102498,"James Johnson",Corporate,162,2,12411.90,4,3,1,8,Potential
CU-101169,"David Martinez","Home Office",187,2,12300.62,4,3,1,8,Potential
CU-102286,"Richard Anderson",Corporate,215,2,12008.70,4,3,1,8,Potential
CU-100220,"Richard Martinez",Corporate,211,2,11752.22,4,3,1,8,Potential
CU-100166,"John Miller",Corporate,163,2,11709.75,4,3,1,8,Potential
CU-101447,"Jennifer Gonzalez",Corporate,184,2,11628.57,4,3,1,8,Potential
CU-100599,"Mary Smith",Corporate,154,2,11041.94,4,3,1,8,Potential
CU-102475,"Patricia Anderson",Corporate,133,2,10704.95,4,3,1,8,Potential
CU-102308,"Robert Davis","Home Office",180,2,10636.45,4,3,1,8,Potential
CU-101509,"Richard Johnson",Consumer,128,2,10505.47,4,3,1,8,Potential
CU-101241,"Robert Anderson",Consumer,138,2,10346.97,4,3,1,8,Potential
CU-100429,"Richard Garcia",Consumer,150,2,10171.33,4,3,1,8,Potential
CU-100516,"Linda Williams","Home Office",215,2,10079.85,4,3,1,8,Potential
CU-100052,"Joseph Jones",Corporate,143,2,9888.77,4,3,1,8,Potential
CU-100893,"Joseph Williams","Home Office",468,1,9878.77,3,4,1,8,Potential
CU-101979,"John Hernandez",Corporate,204,2,9625.40,4,3,1,8,Potential
CU-100109,"Elizabeth Hernandez",Consumer,201,2,9262.89,4,3,1,8,Potential
CU-100389,"Mary Martinez","Home Office",161,2,9142.19,4,3,1,8,Potential
CU-102007,"Elizabeth Garcia",Corporate,223,2,9114.07,4,3,1,8,Potential
CU-100346,"Elizabeth Smith","Home Office",161,2,9013.31,4,3,1,8,Potential
CU-101410,"Sarah Jones",Corporate,160,2,8793.49,4,3,1,8,Potential
CU-101736,"Sarah Hernandez",Corporate,107,4,8746.73,5,1,2,8,"New Customer"
CU-101229,"James Anderson","Home Office",103,4,8588.62,5,1,2,8,"New Customer"
CU-100537,"Michael Garcia","Home Office",82,3,8575.68,5,1,2,8,"New Customer"
CU-102386,"William Williams","Home Office",69,3,8575.45,5,1,2,8,"New Customer"
CU-102568,"Joseph Garcia",Consumer,11,4,8432.36,5,1,2,8,"New Customer"
CU-100790,"William Hernandez","Home Office",29,3,8429.31,5,1,2,8,"New Customer"
CU-100677,"Joseph Lopez",Consumer,725,1,8409.94,2,4,2,8,"At Risk"
CU-100931,"Michael Jones",Consumer,45,3,8395.35,5,1,2,8,"New Customer"
CU-100243,"Patricia Smith",Corporate,110,3,8218.90,5,1,2,8,"New Customer"
CU-102165,"Patricia Anderson",Corporate,76,4,8203.41,5,1,2,8,"New Customer"
CU-102036,"Robert Lopez",Consumer,54,3,8183.14,5,1,2,8,"New Customer"
CU-100375,"Joseph Williams","Home Office",12,3,8113.03,5,1,2,8,"New Customer"
CU-102872,"John Davis","Home Office",722,1,8082.97,2,4,2,8,"At Risk"
CU-100208,"Michael Miller",Consumer,56,3,8061.54,5,1,2,8,"New Customer"
CU-100132,"Robert Johnson","Home Office",44,3,8003.89,5,1,2,8,"New Customer"
CU-100588,"Patricia Garcia",Corporate,487,1,7999.56,2,4,2,8,"At Risk"
CU-102236,"John Gonzalez","Home Office",29,3,7979.84,5,1,2,8,"New Customer"
CU-102138,"William Brown","Home Office",95,3,7932.48,5,1,2,8,"New Customer"
CU-100465,"Michael Rodriguez",Corporate,710,1,7884.50,2,4,2,8,"At Risk"
CU-102467,"Jennifer Wilson",Consumer,87,3,7845.44,5,1,2,8,"New Customer"
CU-101857,"Jennifer Brown","Home Office",273,2,7837.33,4,2,2,8,"New Customer"
CU-101294,"William Miller","Home Office",116,3,7696.56,5,1,2,8,"New Customer"
CU-101344,"Jennifer Smith",Corporate,12,3,7658.94,5,1,2,8,"New Customer"
CU-102414,"David Wilson","Home Office",9,3,7648.37,5,1,2,8,"New Customer"
CU-102839,"Richard Lopez","Home Office",696,1,7595.44,2,4,2,8,"At Risk"
CU-102439,"Robert Johnson","Home Office",110,3,7587.66,5,1,2,8,"New Customer"
CU-102331,"Emma Rodriguez","Home Office",260,2,7571.12,4,2,2,8,"New Customer"
CU-100731,"Richard Johnson",Corporate,32,3,7566.67,5,1,2,8,"New Customer"
CU-100212,"Linda Martinez","Home Office",16,5,7555.64,5,1,2,8,"New Customer"
CU-102390,"Mary Williams","Home Office",47,3,7554.46,5,1,2,8,"New Customer"
CU-102641,"Linda Hernandez",Corporate,56,3,7476.67,5,1,2,8,"New Customer"
CU-101640,"Michael Jones",Corporate,570,1,7468.44,2,4,2,8,"At Risk"
CU-102079,"Emma Anderson",Corporate,534,1,7425.98,2,4,2,8,"At Risk"
CU-100999,"Richard Martinez",Consumer,116,3,7379.44,5,1,2,8,"New Customer"
CU-101144,"Mary Williams",Corporate,78,4,7369.00,5,1,2,8,"New Customer"
CU-102448,"Jennifer Wilson",Corporate,273,2,7306.75,4,2,2,8,"New Customer"
CU-101116,"Richard Rodriguez",Corporate,242,2,7299.87,4,2,2,8,"New Customer"
CU-100088,"James Miller","Home Office",235,2,7236.69,4,2,2,8,"New Customer"
CU-102600,"Jennifer Davis",Corporate,240,2,7162.08,4,2,2,8,"New Customer"
CU-101328,"Robert Martinez","Home Office",639,1,7160.35,2,4,2,8,"At Risk"
CU-101239,"Jennifer Garcia",Corporate,229,2,7121.42,4,2,2,8,"New Customer"
CU-101044,"Joseph Miller",Consumer,243,2,7096.26,4,2,2,8,"New Customer"
CU-101351,"David Smith",Consumer,632,1,7022.64,2,4,2,8,"At Risk"
CU-100888,"Mary Lopez","Home Office",36,3,7009.25,5,1,2,8,"New Customer"
CU-102127,"Jennifer Jones","Home Office",40,3,6992.97,5,1,2,8,"New Customer"
CU-102862,"John Martinez",Corporate,117,4,6968.49,5,1,2,8,"New Customer"
CU-102451,"Sarah Rodriguez","Home Office",256,2,6952.32,4,2,2,8,"New Customer"
CU-102629,"Lisa Jones","Home Office",61,3,6905.16,5,1,2,8,"New Customer"
CU-101459,"Linda Williams","Home Office",21,3,6904.22,5,1,2,8,"New Customer"
CU-101788,"Joseph Davis",Corporate,273,2,6903.70,4,2,2,8,"New Customer"
CU-100157,"Joseph Garcia",Consumer,67,3,6868.55,5,1,2,8,"New Customer"
CU-101119,"James Martinez",Consumer,24,3,6845.28,5,1,2,8,"New Customer"
CU-102602,"Lisa Brown",Corporate,729,1,6836.59,2,4,2,8,"At Risk"
CU-100577,"Joseph Garcia",Consumer,593,1,6836.07,2,4,2,8,"At Risk"
CU-102998,"Emma Garcia",Consumer,85,3,6832.61,5,1,2,8,"New Customer"
CU-100828,"Emma Gonzalez",Consumer,720,1,6683.27,2,4,2,8,"At Risk"
CU-102887,"Patricia Martinez",Corporate,66,3,6631.57,5,1,2,8,"New Customer"
CU-101393,"David Johnson",Corporate,86,3,6610.97,5,1,2,8,"New Customer"
CU-100680,"William Wilson",Corporate,649,1,6501.50,2,4,2,8,"At Risk"
CU-100654,"John Lopez",Consumer,248,2,6334.02,4,2,2,8,"New Customer"
CU-100410,"Sarah Miller",Consumer,74,3,6318.40,5,1,2,8,"New Customer"
CU-100057,"Jennifer Miller",Consumer,48,3,6293.84,5,1,2,8,"New Customer"
CU-100745,"Richard Williams",Corporate,559,1,6244.80,2,4,2,8,"At Risk"
CU-101232,"Linda Anderson","Home Office",616,1,6230.10,2,4,2,8,"At Risk"
CU-101066,"Robert Wilson",Consumer,30,3,6215.43,5,1,2,8,"New Customer"
CU-101882,"Richard Martinez",Consumer,541,1,6215.09,2,4,2,8,"At Risk"
CU-101517,"Elizabeth Gonzalez",Corporate,231,2,6179.73,4,2,2,8,"New Customer"
CU-102677,"Sarah Anderson",Consumer,280,2,6164.12,4,2,2,8,"New Customer"
CU-101019,"Patricia Miller","Home Office",280,2,6106.99,4,2,2,8,"New Customer"
CU-100402,"Richard Wilson","Home Office",639,1,6044.66,2,4,2,8,"At Risk"
CU-100527,"Richard Miller",Corporate,270,2,6042.11,4,2,2,8,"New Customer"
CU-101569,"William Anderson",Consumer,2,4,6026.04,5,1,2,8,"New Customer"
CU-102729,"Jennifer Anderson","Home Office",529,1,5952.43,2,4,2,8,"At Risk"
CU-101655,"Patricia Lopez","Home Office",336,2,5860.98,3,2,3,8,Potential
CU-102899,"Elizabeth Davis","Home Office",807,1,5805.07,1,4,3,8,"At Risk"
CU-100216,"John Anderson",Corporate,900,1,5788.46,1,4,3,8,"At Risk"
CU-100526,"Mary Hernandez",Consumer,349,2,5780.07,3,2,3,8,Potential
CU-100672,"Jennifer Rodriguez",Corporate,881,1,5773.81,1,4,3,8,"At Risk"
CU-100344,"Lisa Hernandez","Home Office",331,2,5773.64,3,2,3,8,Potential
CU-100617,"Patricia Wilson",Consumer,189,3,5770.56,4,1,3,8,"New Customer"
CU-102224,"Sarah Martinez","Home Office",789,1,5751.08,1,4,3,8,"At Risk"
CU-102784,"Mary Lopez",Corporate,789,1,5734.13,1,4,3,8,"At Risk"
CU-102015,"Emma Garcia",Corporate,460,2,5711.41,3,2,3,8,Potential
CU-102896,"Elizabeth Davis",Corporate,346,2,5711.35,3,2,3,8,Potential
CU-100361,"Emma Johnson",Corporate,469,2,5674.83,3,2,3,8,Potential
CU-101190,"Mary Gonzalez",Corporate,424,2,5651.47,3,2,3,8,Potential
CU-102628,"David Johnson","Home Office",337,2,5606.90,3,2,3,8,Potential
CU-101086,"Jennifer Smith",Consumer,129,3,5481.01,4,1,3,8,"New Customer"
CU-101591,"Richard Martinez",Corporate,470,2,5478.95,3,2,3,8,Potential
CU-100757,"Michael Johnson",Corporate,334,2,5443.73,3,2,3,8,Potential
